weights_index,architecture,flop,params,train_time10,train_acc10,valid_acc10,train_time50,train_acc50,valid_acc50,test_acc50,gpu_latency,rasp_latency,fpga_latency,mcu_latency
006-02,"Genotype(normal=[('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 3), ('dil_conv_3x3', 2), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_5x5', 1), ('dil_conv_3x3', 3), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",617.118912,3.764926,0:24:20,58.348,60.59,2:02:04,78.136,86.23,86.24999769,33.9196208,184.36,409.48,496.6
006-03,"Genotype(normal=[('dil_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 1), ('max_pool_3x3', 3), ('max_pool_3x3', 1), ('sep_conv_5x5', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 2), ('none', 1), ('max_pool_3x3', 1), ('skip_connect', 2), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",504.287424,3.058174,0:19:23,73.62,76.22,1:37:19,86.67,91.97,91.96999785,27.39533615,263.21,459.47,492.37
006-04,"Genotype(normal=[('dil_conv_5x5', 0), ('none', 1), ('sep_conv_3x3', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 2), ('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('none', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 3), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",444.429504,2.779102,0:17:19,68.756,77.18,1:26:59,81.492,89.3,89.29999747,24.31449413,230.97,430.86,544.22
006-05,"Genotype(normal=[('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 1), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('none', 1), ('avg_pool_3x3', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('dil_conv_3x3', 2), ('dil_conv_5x5', 3), ('skip_connect', 1)], reduce_concat=range(2, 6))",548.358336,3.312838,0:21:09,75.374,79.45,1:46:28,86.738,92.27,92.26999739,29.63860312,202.3,486.6,441.57
006-06,"Genotype(normal=[('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_5x5', 2), ('max_pool_3x3', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('none', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 2), ('none', 1), ('avg_pool_3x3', 0), ('none', 4)], reduce_concat=range(2, 6))",508.683456,3.057526,0:20:16,73.436,79.84,1:41:46,83.76,91.19,91.1899974,28.23131776,204.68,413.98,479.96
006-07,"Genotype(normal=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('dil_conv_3x3', 4), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('max_pool_3x3', 0), ('none', 1)], reduce_concat=range(2, 6))",545.95296,3.286486,0:21:50,78.986,80.73,1:49:43,88.496,93.06,93.05999757,30.56980906,217.42,483.06,495.15
006-08,"Genotype(normal=[('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 0), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('none', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('skip_connect', 1), ('max_pool_3x3', 3), ('dil_conv_5x5', 2), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",603.18432,3.67831,0:23:43,76.596,83.82,1:59:02,87.97,92.72,92.71999747,32.53825665,273.14,423.56,452.58
006-09,"Genotype(normal=[('sep_conv_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",586.789056,3.541366,0:23:47,77.172,79.18,1:59:22,88.788,92.95,92.94999734,32.65032654,245.73,395.68,534.07
006-10,"Genotype(normal=[('max_pool_3x3', 0), ('none', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('skip_connect', 3), ('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 3), ('dil_conv_5x5', 1), ('dil_conv_5x5', 3), ('skip_connect', 2)], reduce_concat=range(2, 6))",348.408,2.149462,0:12:56,78.232,81.17,1:04:59,87.03,92.41,92.40999734,18.86067877,188.75,307.85,451.7
006-11,"Genotype(normal=[('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 3), ('dil_conv_3x3', 1), ('dil_conv_5x5', 4), ('dil_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 1), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",489.081024,2.975014,0:18:17,75.522,79.68,1:31:52,88.61,91.91,91.9099975,25.42157826,198.82,377.56,438.06
006-12,"Genotype(normal=[('skip_connect', 1), ('dil_conv_5x5', 0), ('dil_conv_3x3', 2), ('dil_conv_5x5', 1), ('dil_conv_5x5', 3), ('none', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('none', 0)], reduce_concat=range(2, 6))",492.702912,3.00871,0:18:23,69.244,72.76,1:32:21,86.368,90.91,90.90999739,25.70464745,250.1,482.78,482.16
006-13,"Genotype(normal=[('sep_conv_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 3), ('dil_conv_3x3', 1), ('avg_pool_3x3', 3), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 3), ('avg_pool_3x3', 2)], reduce_concat=range(2, 6))",482.251968,2.938294,0:18:00,73.46,80.28,1:30:26,87.166,91.73,91.72999766,25.35133128,220.49,359.27,413.99
006-14,"Genotype(normal=[('skip_connect', 0), ('dil_conv_3x3', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 3), ('max_pool_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('none', 1), ('sep_conv_3x3', 1), ('skip_connect', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 1), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",350.675136,2.168902,0:13:28,75.512,79.73,1:07:44,85.598,91.32,91.31999733,19.30140986,273.01,341.09,524.8
006-15,"Genotype(normal=[('sep_conv_5x5', 1), ('none', 0), ('dil_conv_5x5', 2), ('avg_pool_3x3', 1), ('dil_conv_3x3', 3), ('avg_pool_3x3', 2), ('max_pool_3x3', 1), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('dil_conv_3x3', 1)], reduce_concat=range(2, 6))",385.926336,2.340622,0:15:00,60.314,65.76,1:15:24,67.592,82.72,82.71999738,21.38992262,238.3,313.17,474.58
006-16,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_3x3', 3), ('skip_connect', 2), ('dil_conv_5x5', 3), ('avg_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 1), ('none', 0), ('skip_connect', 2), ('max_pool_3x3', 1), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",399.225024,2.408014,0:15:20,66.898,72.87,1:17:03,79.032,88.67,88.66999758,21.48171239,193.89,475.17,519.8
006-17,"Genotype(normal=[('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3), ('sep_conv_3x3', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('none', 0), ('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_5x5', 3), ('avg_pool_3x3', 1), ('sep_conv_5x5', 2), ('avg_pool_3x3', 3)], reduce_concat=range(2, 6))",487.3392,2.989054,0:19:02,74.606,79.9,1:35:40,86.046,91.85,91.84999741,26.19044709,220.87,412.41,422.77
006-18,"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_3x3', 2), ('dil_conv_3x3', 0), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 3), ('max_pool_3x3', 1)], reduce_concat=range(2, 6))",341.91072,2.11987,0:13:01,75.962,74.88,1:05:26,85.512,91.85,91.84999783,18.77201943,263.11,336.25,470.61
006-19,"Genotype(normal=[('none', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 1), ('max_pool_3x3', 3), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('skip_connect', 0), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('sep_conv_3x3', 3), ('sep_conv_5x5', 1), ('dil_conv_5x5', 1), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",446.447808,2.73223,0:17:09,71.612,73.98,1:26:10,85.366,91.41,91.40999752,24.22050872,259.34,335.55,483.63
006-20,"Genotype(normal=[('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('skip_connect', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 3), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1)], reduce_concat=range(2, 6))",364.02912,2.258542,0:13:53,73.706,80.32,1:09:45,84.714,90.49,90.48999733,20.0145854,299.74,335.31,421
006-21,"Genotype(normal=[('sep_conv_3x3', 0), ('none', 1), ('dil_conv_3x3', 2), ('skip_connect', 1), ('dil_conv_3x3', 0), ('dil_conv_3x3', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('dil_conv_3x3', 2), ('skip_connect', 3), ('sep_conv_5x5', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 4)], reduce_concat=range(2, 6))",484.878528,3.012598,0:17:45,75.27,81.02,1:29:10,88.812,93.09,93.08999744,24.52923074,285.66,496.35,448.01
006-22,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('sep_conv_5x5', 2), ('none', 1), ('sep_conv_5x5', 1), ('sep_conv_5x5', 3), ('dil_conv_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('none', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 3), ('skip_connect', 2)], reduce_concat=range(2, 6))",526.682304,3.162502,0:20:45,66.07,71.94,1:44:11,81.814,89.51,89.50999729,28.869104,174.22,314.97,485.96
006-23,"Genotype(normal=[('sep_conv_5x5', 0), ('none', 1), ('dil_conv_5x5', 2), ('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 3), ('sep_conv_5x5', 2), ('dil_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('none', 1), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 3), ('sep_conv_5x5', 2), ('skip_connect', 2), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",558.588096,3.336382,0:22:10,71.236,79.26,1:51:16,84.002,90.72,90.71999753,30.69126377,173.01,326.47,518.14
006-24,"Genotype(normal=[('skip_connect', 0), ('dil_conv_3x3', 1), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 3), ('sep_conv_5x5', 1), ('avg_pool_3x3', 3), ('none', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 1), ('none', 0), ('skip_connect', 0), ('skip_connect', 3), ('avg_pool_3x3', 1), ('skip_connect', 3)], reduce_concat=range(2, 6))",440.392896,2.672182,0:16:33,79.212,81.39,1:23:04,91.438,93.53,93.52999756,23.26070733,178.08,302.02,435.13
006-25,"Genotype(normal=[('skip_connect', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 2), ('none', 2), ('dil_conv_5x5', 1), ('skip_connect', 4), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_3x3', 2), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('dil_conv_5x5', 1)], reduce_concat=range(2, 6))",465.137856,2.83915,0:17:25,74.784,77.25,1:27:24,88.214,92.23,92.22999764,24.8371397,173.9,344.45,450.49
006-26,"Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('skip_connect', 1), ('avg_pool_3x3', 0), ('skip_connect', 2), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",551.399616,3.387142,0:21:10,77.872,83.25,1:46:12,89.982,93.01,93.00999723,29.22805161,185.56,486.34,520.65
006-27,"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 0), ('avg_pool_3x3', 2), ('dil_conv_3x3', 1), ('avg_pool_3x3', 3), ('avg_pool_3x3', 0), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 2), ('none', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",285.92352,1.765414,0:11:28,73.552,80.96,0:57:45,84.218,90.72,90.71999729,16.47749324,272.81,484.06,426.06
006-28,"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('none', 0), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_5x5', 3), ('dil_conv_3x3', 3), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_3x3', 1), ('sep_conv_5x5', 2), ('max_pool_3x3', 1), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",468.897984,2.87047,0:18:48,68.828,76.63,1:34:29,83.054,90.43,90.42999741,26.51307178,198.4,472.79,466.53
006-29,"Genotype(normal=[('sep_conv_3x3', 1), ('none', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('skip_connect', 1), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 2), ('sep_conv_5x5', 3), ('skip_connect', 2), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",542.91168,3.294046,0:20:17,60.31,63.3,1:41:47,81.584,88.55,88.54999729,28.47412171,246.16,359.68,545.9
006-30,"Genotype(normal=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('skip_connect', 0), ('max_pool_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('avg_pool_3x3', 2), ('skip_connect', 4), ('avg_pool_3x3', 2)], reduce_concat=range(2, 6))",439.09344,2.661814,0:17:02,78.852,83.28,1:25:35,88.29,92.88,92.8799978,24.27729859,298.29,337.69,528.3
006-31,"Genotype(normal=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('skip_connect', 0), ('none', 2), ('max_pool_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",461.958336,2.78515,0:17:43,79.946,86.27,1:28:48,89.826,93.46,93.45999745,24.81444516,244.02,415.42,415.29
006-32,"Genotype(normal=[('dil_conv_3x3', 1), ('none', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 3), ('sep_conv_3x3', 2), ('dil_conv_3x3', 3), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('none', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 2), ('skip_connect', 3)], reduce_concat=range(2, 6))",447.443136,2.773486,0:16:37,58.676,65.83,1:23:28,65.656,82.37,82.36999755,23.23512177,232.8,344.94,468.97
006-33,"Genotype(normal=[('none', 0), ('none', 1), ('dil_conv_5x5', 2), ('dil_conv_3x3', 1), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('avg_pool_3x3', 2), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('sep_conv_5x5', 1), ('sep_conv_5x5', 2), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('sep_conv_5x5', 1)], reduce_concat=range(2, 6))",464.584896,2.894446,0:17:39,54.236,57.86,1:28:42,45.5,80.43,80.42999741,24.69893909,275.68,484.09,448.14
006-34,"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 1), ('dil_conv_3x3', 3), ('max_pool_3x3', 2), ('sep_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 2), ('sep_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_5x5', 3), ('max_pool_3x3', 2), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",524.664,3.209374,0:20:44,72.384,73.23,1:44:09,84.94,91.16,91.15999764,28.87799697,155.18,333.98,416.21
006-35,"Genotype(normal=[('sep_conv_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 3), ('avg_pool_3x3', 3), ('skip_connect', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('none', 0), ('skip_connect', 2), ('skip_connect', 0), ('skip_connect', 1), ('max_pool_3x3', 3), ('max_pool_3x3', 4), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",429.803712,2.574982,0:16:28,77.482,83.57,1:22:35,88.402,92.83,92.82999738,23.31895084,171.45,395.64,463.56
006-36,"Genotype(normal=[('avg_pool_3x3', 1), ('none', 0), ('skip_connect', 0), ('sep_conv_5x5', 2), ('skip_connect', 0), ('avg_pool_3x3', 3), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('none', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 3)], reduce_concat=range(2, 6))",446.530752,2.692918,0:17:12,75.324,77.81,1:26:21,88.828,92.73,92.72999725,24.17499104,224.04,387.62,447.2
006-37,"Genotype(normal=[('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2), ('dil_conv_3x3', 3), ('dil_conv_3x3', 0), ('sep_conv_3x3', 3), ('sep_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",610.206912,3.788254,0:23:17,69.258,76.23,1:56:55,83.684,90.73,90.72999777,31.38603516,179.64,467.97,494.08
006-38,"Genotype(normal=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 1), ('skip_connect', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 3), ('avg_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('avg_pool_3x3', 1), ('skip_connect', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('skip_connect', 0), ('sep_conv_3x3', 3), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",369.199296,2.28403,0:13:49,78.066,82.37,1:09:23,89.924,92.96,92.95999745,19.61619263,284.89,323.87,488.23
006-39,"Genotype(normal=[('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2), ('sep_conv_3x3', 2), ('avg_pool_3x3', 1), ('max_pool_3x3', 2), ('none', 4)], reduce_concat=range(2, 6))",445.03776,2.77759,0:17:04,77.442,82.53,1:25:46,87.77,92.51,92.50999728,23.72167206,209.7,383.52,533.63
006-40,"Genotype(normal=[('dil_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 2), ('sep_conv_3x3', 3), ('dil_conv_3x3', 1), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('skip_connect', 2), ('avg_pool_3x3', 4)], reduce_concat=range(2, 6))",542.718144,3.326446,0:21:02,65.206,65.39,1:45:36,80.572,88.73,88.72999753,29.39169497,272.33,375.42,413.51
006-41,"Genotype(normal=[('dil_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('sep_conv_3x3', 4), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",524.995776,3.260782,0:20:00,73.328,77.06,1:40:25,84.33,91.17,91.16999755,27.89371724,201.9,322.68,525.16
006-42,"Genotype(normal=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 2), ('avg_pool_3x3', 1), ('skip_connect', 4), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 2), ('skip_connect', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",319.156416,1.960678,0:12:29,72.764,74.27,1:02:54,83.69,90.24,90.23999722,18.18147383,246.03,360.3,475.88
006-43,"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('avg_pool_3x3', 1), ('max_pool_3x3', 3), ('dil_conv_3x3', 0), ('sep_conv_5x5', 4), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('sep_conv_3x3', 2), ('dil_conv_5x5', 3), ('skip_connect', 0), ('avg_pool_3x3', 3)], reduce_concat=range(2, 6))",574.264512,3.461014,0:22:46,68.89,75.79,1:54:20,84.084,90.61,90.60999747,31.48665743,218.76,339.33,523.74
